% Model,laplace.mph
% Version,COMSOL 6.3.0.335
% Date,"Sep 13 2025, 17:54"
% Dimension,2
% Nodes,13098
% Expressions,1
% Description,Dependent variable u
% Length unit,m
% X,Y,u (1)
-0.723957370548474,-0.8384216230771662,-0.6938177512445879
-0.7429451258173059,-0.8424466211005415,-0.6731971265164973
-0.7294427000227195,-0.8571544858744394,-0.66770312182287
-0.7105952711077076,-0.8524730707463369,-0.6898857749305835
-0.7154540883619309,-0.871400588935517,-0.6641311038469003
-0.6967812796505265,-0.8660344189051105,-0.6877840739837494
-0.7009695477173405,-0.8851420000739536,-0.6625461676035896
-0.6825104888266397,-0.8790608820784876,-0.6875705143540037
-0.6859816600931313,-0.8983323939955193,-0.6630081067657558
-0.6677778747127535,-0.891502646657258,-0.6893008978597548
-0.6704847924997985,-0.9109206669854591,-0.6655706409287031
-0.6525773993827252,-0.9033104207118278,-0.6930243707481911
-0.6544769035178242,-0.9228520944214034,-0.6702803692162623
-0.6369087584559123,-0.91443399097908,-0.6987789413823594
-0.6379606981967926,-0.934069032953933,-0.6771753832803777
-0.6207825869662228,-0.9248176453805209,-0.7065893336746281
-0.6209433502081045,-0.9445096866092706,-0.6862835688420592
-0.6042169530426497,-0.9344041635096455,-0.7164659313581159
-0.6034388736597885,-0.9541109011646451,-0.6976206391576302
-0.5872330557234274,-0.9431378053019494,-0.728407636427538
-0.5854686137907158,-0.9628087131394497,-0.7111879693260065
-0.5698523308827327,-0.9509635241628835,-0.7424068869879045
-0.5670615970273901,-0.9705389356626518,-0.7269703141181149
-0.5520973026582778,-0.9578306772964454,-0.7584472139816755
-0.5482564299580478,-0.9772421690581525,-0.7449341561592862
-0.7368749025085516,-0.8239189697029389,-0.6995191736985767
-0.7559726445014455,-0.8273163835338642,-0.6805432548012472
-0.7493572254053641,-0.8090019126015536,-0.7069222881295619
-0.7685367182143458,-0.811799057347307,-0.6896671250588203
-0.5340007656557512,-0.9636916720945781,-0.7764941988349214
-0.5291000861983921,-0.9828631706732283,-0.7650259875774861
-0.5156115152559804,-0.9684973625208775,-0.7964919231032167
-0.5096481374855035,-0.9873551748101528,-0.7871720907153792
-0.4969897148820764,-0.972204190701683,-0.8183627064542797
-0.4899634503585452,-0.9906817094912651,-0.8112791017913105
-0.7614129053324272,-0.7937040731313533,-0.7159559780938064
-0.7806495021593971,-0.7959268596481652,-0.7004900183102113
-0.4781964020795266,-0.9747848521728167,-0.8420124329561683
-0.47011437846194576,-0.9928185468836636,-0.8372360540668394
-0.7730497603356383,-0.7780546901431534,-0.7265472374309088
-0.7923239203413954,-0.7797294343075186,-0.7129289531258207
-0.7842742543486807,-0.762079911763479,-0.7386194432398825
-0.8035723868779615,-0.7632332908929608,-0.726896501824661
-0.7950942364231909,-0.7458043899079687,-0.7520884496130259
-0.8144068576056093,-0.7464622783273948,-0.7423006455304398
-0.805522208351892,-0.7292519346998597,-0.766861153551731
-0.8248396085597955,-0.7294384118284913,-0.759044742532765
-0.4592876035810474,-0.9762319469756692,-0.8673389998874551
-0.45017273100237876,-0.9937584523314815,-0.8649195628928729
-0.8155732946939468,-0.712444354126499,-0.782839314560046
-0.8348824207043111,-0.7121815950304735,-0.7770272274295901
-0.8252607024616627,-0.6954005070944521,-0.7999227970115551
-0.8445462337088936,-0.6947096809519678,-0.7961413456706449
-0.44032015075576963,-0.9765520757600815,-0.8942312031237366
-0.4302104538791882,-0.9935073723892142,-0.8941967575992248
-0.834592246584144,-0.6781386041596905,-0.8180071086157074
-0.853841621571871,-0.6770389702444988,-0.8162750699700502
-0.8435718351930381,-0.6606769515978443,-0.8369807260621922
-0.8627792857366791,-0.6591846295589309,-0.8373110653670749
-0.852202853993932,-0.6430307568999628,-0.8567272094443581
-0.8713691778974819,-0.6411603683585357,-0.8591263737894784
-0.8604948116877376,-0.6252121049202518,-0.8771253609548263
-0.8796204340327288,-0.622978569524469,-0.8815923104314406
-0.8684611769724909,-0.6072322598312386,-0.8980490978209746
-0.8875417533125286,-0.6046505993469408,-0.9045745267960097
-0.4213534250405014,-0.9757602927738415,-0.9225712673487269
-0.4102971911547815,-0.9920853842831576,-0.9249310919267913
-0.8761118113598377,-0.5891043743304402,-0.9193648853198036
-0.8951416602282707,-0.5861870169255875,-0.9279331009566031
-0.40244303011341853,-0.9738784185802295,-0.9522460807111583
-0.39049803858934135,-0.9895241532403597,-0.956986592642361
-0.8834531643146333,-0.5708405301871361,-0.9409340563589979
-0.9024279884767661,-0.5675974374698405,-0.951522495242637
-0.38363766239430613,-0.9709362895816454,-0.9831530582575069
-0.37087057858010797,-0.985872084774244,-0.9902396887440977
-0.8904939538580492,-0.5524495669894834,-0.9626163482363451
-0.9094078797031561,-0.5488906293517963,-0.9751917177039536
-0.36497914986381025,-0.9669748315000181,-1.0151992652880404
-0.3514633354678968,-0.9811878061948004,-1.0245816579507
-0.8972401919660692,-0.533941415017224,-0.9842642374580509
-0.9160881526368595,-0.5300747318305162,-0.9987846497983429
-0.9036952091087037,-0.515324521094732,-1.005724970233336
-0.9224758499043109,-0.5111574954573975,-1.0221404677924102
-0.9098648328241133,-0.4966047571280823,-1.026844268831521
-0.9285775023089557,-0.49214605806313627,-1.0450938247758772
-0.34650621482083377,-0.9620467387847783,-1.0482930290481984
-0.33231586481717634,-0.9755338772790761,-1.0599179080231693
-0.9157576996107438,-0.47778684908333946,-1.0474666564809023
-0.9343990273351773,-0.47304697129232137,-1.067475292448135
-0.921380266595402,-0.4588769643249762,-1.0674307569787997
-0.9399458100930467,-0.4538662834223403,-1.0891119320269211
