% Model,Untitled.mph
% Version,COMSOL 6.3.0.335
% Date,"Sep 30 2025, 16:39"
% Dimension,2
% Nodes,13923
% Expressions,3
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa)
0.919732441471572,-0.49705385210471986,0.011830398696922834,-1.2385860459274782E-6,0.4142937469622586
0.9395703890379379,-0.4883955302179125,0.046424814734639365,-6.903026308309186E-5,0.2833511601487329
0.932877167067622,-0.4883757133482448,0.04643393612492643,-4.9881695926114654E-5,0.32600993625807145
0.942721218799359,-0.4825909129219502,0.0693674108940383,-1.7982386745366103E-4,0.2556593984224917
0.9495885918481831,-0.4827179691847627,0.06902923055535976,-2.3917424636400272E-4,0.2102974536512127
0.9601493832711595,-0.47641682994129003,0.09408910405454318,-6.6354265699194E-4,0.12349357188871325
0.9531801932836237,-0.47653837227273693,0.09331038820352268,-4.953593097772103E-4,0.17456366451445507
0.9644620817224114,-0.469796228536272,0.11990761269307627,-0.0011885146082091659,0.0762855719413482
0.9703200693554158,-0.46477071162188544,0.13943633897598326,-0.0018463664681427668,0.01881623242630617
0.9775241454284521,-0.4592796649403167,0.16057939233017046,-0.002816817832314222,-0.052746631106553
0.9922386483035145,-0.4488331933284571,0.1999323660749137,-0.005258235314834047,-0.19538974487749503
1,-0.4443433260183839,0.2164950937786357,-0.006643284436827111,-0.2664441245643342
0.9848266294573684,-0.45359165975972804,0.18212417334544828,-0.0039989135732947136,-0.12488646523634385
