1.000000000000000000e+01,1.007723444315276717e+00,4.163429651141498100e-01,4.477051862594988441e-01,4.139476032332353173e-01,7.727532150514662135e-01,5.156443689756305959e-01,4.028574631195291911e-01,9.679390838852689471e-01,5.051373974817003898e-01,6.629429355650269251e-01,5.155202205825355488e-01,6.293641282544609750e-01,5.067515947624521289e-01,5.782554324824237257e-01,9.655929534753029397e-01,2.133343953902085310e+00,1.062933463972161485e+00,1.349436186029653761e+00,1.104640978396915996e+00,1.968117699256328290e+00,1.330260975839857140e+00,9.939982627548002991e-01,2.179888017726237415e+00,1.318886293695675116e+00,1.831083938010362733e+00,1.538008421422041083e+00,1.411796062282226538e+00,1.207023475118679245e+00,1.302530780420520395e+00,1.910579728912157105e+00,4.699943065643310547e+00,4.254008769989013672e+00,4.208291292190551758e+00,4.214111566543579102e+00,4.245548486709594727e+00,4.220736980438232422e+00,4.215756177902221680e+00,4.247073173522949219e+00,4.204239606857299805e+00,4.626514673233032227e+00,4.243180990219116211e+00,4.215039730072021484e+00,4.692045450210571289e+00,4.204515457153320312e+00,4.201165199279785156e+00
1.400000000000000000e+01,5.017184515550334734e-01,3.478716163315309085e-01,3.679122743247807414e-01,7.425142490855431987e-01,6.255353900568744185e-01,2.688763143897950902e-01,4.902561751300029691e-01,1.935796296130834482e-01,6.689166073852049754e-01,6.087520220779386593e-01,5.633724571752825039e-01,3.024479225000565874e-01,7.641918991390955762e-01,3.904602374265047637e-01,6.083240574356553187e-01,1.070790534910454728e+00,1.135019642386429606e+00,1.000644175111482959e+00,1.889172076023476698e+00,1.826309279906007221e+00,7.305416192527312003e-01,1.109023601648290391e+00,4.896217050827647022e-01,1.908843852526958429e+00,1.582375819200067646e+00,1.611012526048934079e+00,8.131254977469710710e-01,1.673545140101807105e+00,8.289872443678926173e-01,1.797696149621717421e+00,4.232679605484008789e+00,4.221230745315551758e+00,4.213467836380004883e+00,4.536834716796875000e+00,4.267175912857055664e+00,4.216114997863769531e+00,4.277025222778320312e+00,4.238332748413085938e+00,4.224151134490966797e+00,4.257512569427490234e+00,4.221065759658813477e+00,4.225787639617919922e+00,4.241853475570678711e+00,4.763368129730224609e+00,4.234773635864257812e+00
2.000000000000000000e+01,3.291977420308648261e-01,5.365423197818685042e-01,1.378852343720039231e-01,2.191484734939960488e-01,2.809249518377824328e-01,3.884227894648956125e-01,4.614657778975316815e-01,2.171222217882697314e-01,3.850370583092156407e-01,4.722205145575353313e-01,4.493681006622649021e-01,4.308912528083986282e-01,2.074373946448608286e-01,3.022843546953438154e-01,2.488547040152558898e-01,9.643738593588813135e-01,1.453426706685352787e+00,4.591625057508097463e-01,6.564302880951966568e-01,6.854957452957434194e-01,1.094684245494900843e+00,1.319896050707458413e+00,8.295074447807058160e-01,9.939479113835121282e-01,1.413304701533391716e+00,1.335281327827441356e+00,1.384352982627030659e+00,5.166080000172919018e-01,1.348311037044224170e+00,8.230662335788494488e-01,4.220112085342407227e+00,4.193185567855834961e+00,4.195278882980346680e+00,4.241298913955688477e+00,4.197839498519897461e+00,4.196676015853881836e+00,4.246891021728515625e+00,4.192997217178344727e+00,4.591321945190429688e+00,4.244096040725708008e+00,4.195378780364990234e+00,4.253705739974975586e+00,4.235939979553222656e+00,4.236375093460083008e+00,4.760936498641967773e+00
2.900000000000000000e+01,8.462976578926287297e-02,1.729409311743174971e-01,8.215773908833678973e-02,3.738274637483972596e-01,3.051241062483356914e-01,1.433164132057582474e-01,1.771125672568567566e-01,2.870374816847295896e-01,1.188023333091282885e-01,1.647901538464881521e-01,1.768652041835415967e-01,1.563928900570904501e-01,2.390664682563527488e-01,1.597457744533624102e-01,1.936593093731640014e-01,2.930109207785356329e-01,4.957839671337349596e-01,2.305508753725413751e-01,1.218025439571619906e+00,9.900167413001255134e-01,5.031235281638233303e-01,8.882658425168525884e-01,9.523220788386708158e-01,3.795540964487935653e-01,6.163605915105228039e-01,6.861973680055264424e-01,5.021736780798018440e-01,8.349814917963667149e-01,4.228444172892442676e-01,7.448497482291815963e-01,4.241618871688842773e+00,4.225363254547119141e+00,4.488880634307861328e+00,4.231393098831176758e+00,4.210540056228637695e+00,4.248212099075317383e+00,4.245877027511596680e+00,4.242281198501586914e+00,4.269623041152954102e+00,4.223064184188842773e+00,4.223416328430175781e+00,4.246047735214233398e+00,4.220996618270874023e+00,4.264891624450683594e+00,4.272603034973144531e+00
4.200000000000000000e+01,1.218014307259782936e-01,1.614008258495364667e-01,1.033999938346369107e-01,8.832042703331058342e-02,9.647805055451809386e-02,3.321915330392103405e-01,1.088440544359715600e-01,9.828774347844498882e-02,8.733397619344963891e-02,2.577040641745198535e-01,8.594940846996616812e-02,1.020801746922437858e-01,1.058875222142242195e-01,1.284314385633336941e-01,1.158376646038196262e-01,4.275147699087380460e-01,6.161308407157264355e-01,3.677904353364196410e-01,3.423600942736877428e-01,4.425560351749315835e-01,1.372398203088115221e+00,5.732327102176646427e-01,3.443749797309014760e-01,4.063871463214332458e-01,9.609978697946344184e-01,3.673862137332650768e-01,4.047256208126290833e-01,4.153085043912527752e-01,5.156170438434652947e-01,5.661333985753586040e-01,4.212953805923461914e+00,4.205044507980346680e+00,4.260286092758178711e+00,4.236745595932006836e+00,4.212162017822265625e+00,4.266534805297851562e+00,4.213775157928466797e+00,4.583586692810058594e+00,4.227695941925048828e+00,4.218665361404418945e+00,4.258157730102539062e+00,4.214814662933349609e+00,4.211704492568969727e+00,4.230416059494018555e+00,4.250302553176879883e+00
6.100000000000000000e+01,5.676503597416417135e-02,6.660187127483076230e-02,8.549845427710987822e-02,8.943257943256283093e-02,1.139890486387818008e-01,7.127003629613758162e-02,1.064760882271569148e-01,6.322754291414525718e-02,8.559675808115220497e-02,6.498821379280919630e-02,6.279548250556782341e-02,9.784539682821964679e-02,9.107014212169310674e-02,9.682222818343699799e-02,4.867764806196751837e-02,2.605983560003530819e-01,4.201893664460545352e-01,4.856212038916623008e-01,3.586841639401288084e-01,4.839898912603973757e-01,3.522916519424925674e-01,4.234903261532001473e-01,3.419312552529660820e-01,4.458105919269010897e-01,2.802549999069267050e-01,2.874065896250259655e-01,5.325128001636936226e-01,3.486639290636897037e-01,4.677789017586577724e-01,2.734333882533399596e-01,4.228928565979003906e+00,4.216718673706054688e+00,4.230818271636962891e+00,4.200406312942504883e+00,4.254637241363525391e+00,4.223491907119750977e+00,4.201980352401733398e+00,4.309780836105346680e+00,4.220930099487304688e+00,4.213542222976684570e+00,4.248348712921142578e+00,4.203693866729736328e+00,4.226765155792236328e+00,4.214075803756713867e+00,4.247165441513061523e+00
8.800000000000000000e+01,6.270831799053744326e-02,6.051201317177391098e-02,6.387686267511787086e-02,5.406500082044410349e-02,6.490996375754404246e-02,5.956952864876793874e-02,6.908260704547762587e-02,1.093997224024522985e-01,6.939882768239019617e-02,5.929401778436992065e-02,1.031047168218966747e-01,5.988579324663635683e-02,6.746569744329945773e-02,4.136002161068109279e-02,5.830134117108354275e-02,2.895504123643669603e-01,2.466670910031900643e-01,3.277253188366870962e-01,2.471702283619707785e-01,3.067814933964876367e-01,3.409170682083906279e-01,3.242527303324673760e-01,4.867930552993324778e-01,2.929058219904749905e-01,2.748659519487262060e-01,3.158319307428711920e-01,2.694209578007904504e-01,2.875823741952285850e-01,2.267992789303066026e-01,2.756427852628783315e-01,4.223833560943603516e+00,4.266566514968872070e+00,4.206987857818603516e+00,4.215842485427856445e+00,4.254771709442138672e+00,4.208284616470336914e+00,4.214168787002563477e+00,4.253387689590454102e+00,4.211007356643676758e+00,4.251002073287963867e+00,4.252566814422607422e+00,4.209964513778686523e+00,4.213851451873779297e+00,4.239733934402465820e+00,4.210896253585815430e+00
1.270000000000000000e+02,6.536491292104841533e-02,4.694888533087301918e-02,4.084308685614135292e-02,4.064930349347849192e-02,7.925240781438898374e-02,4.079845464963112456e-02,4.244447985823256858e-02,4.569506342566940355e-02,1.772168125436444364e-01,4.583067872736831805e-02,3.424197370337522112e-02,5.813096472078265603e-02,8.156008090645772146e-02,4.754073820240730525e-02,9.718347632193305441e-02,3.415967397927343052e-01,2.148244550090123717e-01,2.003996589503538317e-01,2.317855758558102774e-01,3.211870282889059958e-01,1.831657550658059019e-01,2.108866159547686525e-01,1.833346743584189920e-01,2.401268695463110170e-01,2.294362246238570435e-01,1.619432008052021921e-01,3.516470801516411449e-01,3.095588790419627756e-01,2.253779634122197173e-01,2.970885818931785494e-01,4.217358589172363281e+00,4.267724990844726562e+00,4.227933406829833984e+00,4.266353845596313477e+00,4.241779088973999023e+00,4.215327262878417969e+00,4.272750377655029297e+00,4.238541841506958008e+00,4.208092689514160156e+00,4.244897603988647461e+00,4.211177349090576172e+00,4.222211122512817383e+00,4.725232362747192383e+00,4.220750570297241211e+00,4.225828886032104492e+00
1.830000000000000000e+02,3.704697292325646180e-02,3.007284343999337695e-02,2.751090648581082376e-02,3.827903026850547341e-02,4.555225279756042883e-02,5.528793256623636826e-02,3.526322024232877300e-02,3.292444143876113033e-02,4.068083013754852928e-02,5.823668380779885995e-02,5.366428472362891333e-02,6.625984455723626931e-02,3.796702405923099016e-02,2.950351634172956872e-02,4.758203038684784975e-02,1.598148270773074309e-01,1.424510251984161258e-01,1.411220905012835480e-01,1.725378117381648480e-01,2.167236763959230483e-01,2.080950156776619764e-01,1.455063240397409530e-01,1.126100363140001281e-01,1.321391447072610692e-01,2.488522842072493635e-01,2.626981930131258025e-01,1.757381416915166916e-01,2.300545260280227877e-01,1.621395161816867603e-01,2.303571508329897988e-01,4.230735540390014648e+00,4.231342315673828125e+00,4.239247083663940430e+00,4.270828485488891602e+00,4.228903770446777344e+00,4.224643945693969727e+00,4.268393039703369141e+00,4.243812084197998047e+00,4.653976917266845703e+00,4.252306699752807617e+00,4.212928771972656250e+00,4.284256458282470703e+00,4.278488397598266602e+00,4.797043323516845703e+00,4.223763227462768555e+00
2.630000000000000000e+02,6.761470908736236241e-02,4.102584871477037848e-02,3.678852168256136618e-02,5.331993095941880284e-02,4.614173909184401956e-02,2.889134399911648735e-02,3.394100399365830578e-02,3.039272256944909600e-02,4.125487464888553252e-02,4.673871428089045044e-02,3.547468766891189590e-02,3.700522196114056778e-02,3.072320401896393161e-02,2.637019692788460101e-02,2.511631595742391462e-02,2.439375650039423693e-01,1.454114700007622663e-01,1.724972307416372530e-01,2.864438347578170951e-01,1.687429249053515878e-01,1.372554839232302815e-01,1.485408255634825814e-01,1.143050906410969514e-01,1.592073854068054573e-01,2.375870542155460452e-01,1.619336926351429007e-01,1.849575677389936335e-01,1.119192922037990368e-01,1.179999729593921298e-01,1.406564907224461258e-01,4.442602634429931641e+00,4.219857215881347656e+00,4.508922815322875977e+00,4.256428718566894531e+00,4.224397420883178711e+00,4.295748949050903320e+00,4.233562231063842773e+00,4.234203577041625977e+00,4.283046960830688477e+00,4.248990774154663086e+00,4.233763694763183594e+00,4.260607481002807617e+00,4.277125120162963867e+00,4.281036853790283203e+00,4.792369604110717773e+00
